,count,mean,std,min,25%,50%,75%,max,missing,clickbait_count,clickbait_mean,clickbait_std,clickbait_min,clickbait_25%,clickbait_50%,clickbait_75%,clickbait_max,non_clickbait_count,non_clickbait_mean,non_clickbait_std,non_clickbait_min,non_clickbait_25%,non_clickbait_50%,non_clickbait_75%,non_clickbait_max
v_cnn_578,1556.0,1.292858239236504,0.685133704165286,0.0,0.7986016925,1.2419987,1.740404425,3.8705049,0,780.0,1.1942343355269232,0.5651569786398093,0.008891952,0.7986016925,1.1462499,1.6046207,3.4181721,776.0,1.3919905135837627,0.7753480320712309,0.0,0.7984315,1.3451893,1.8921883750000001,3.8705049
v_cnn_579,1556.0,0.34378241664914844,0.477245722085391,0.0,0.02823281025,0.15872433,0.4679332925,6.0364337,0,780.0,0.40951703556758334,0.5291249656628852,0.0,0.05753729775,0.22596417000000002,0.58494036,6.0364337,776.0,0.277708959488866,0.40848242946954477,0.0,0.01175432125,0.107651465,0.35913842500000004,2.538175
v_cnn_580,1556.0,0.09255420510876479,0.17473146929323258,0.0,0.0,0.018562234,0.101940925,1.64823,0,780.0,0.11283913792807436,0.19800163304350998,0.0,0.0,0.0289841815,0.14334200749999998,1.64823,776.0,0.07216471078007732,0.14498880341543655,0.0,0.0,0.009113204,0.072204185,1.1466745
v_cnn_581,1556.0,0.01617674750398265,0.0723346851151403,0.0,0.0,0.0,0.00844929625,1.8171343,0,780.0,0.01895440934916795,0.08821682406346057,0.0,0.0,0.0,0.01042414075,1.8171343,776.0,0.013384767814234536,0.05157931256552979,0.0,0.0,0.0,0.005453732375,0.8164653
v_cnn_582,1556.0,0.012823035502911312,0.0429895833575733,0.0,0.0,0.0,0.00217131125,0.803805,0,780.0,0.01412477787646154,0.03629251905334741,0.0,0.0,0.0,0.0077876097500000005,0.29996768,776.0,0.011514583117126288,0.04879310369826516,0.0,0.0,0.0,0.0,0.803805
v_cnn_583,1556.0,0.018553422436438944,0.11686027584884577,0.0,0.0,0.0,0.004438218175,2.8747153,0,780.0,0.02412612413176795,0.15393514010580614,0.0,0.0,0.0,0.00552743185,2.8747153,776.0,0.012951995474639176,0.05932749948581258,0.0,0.0,0.0,0.002794703775,1.2890288
v_cnn_584,1556.0,0.06755775401388496,0.1993872361272061,0.0,0.0,0.0,0.0421929325,2.7668679,0,780.0,0.07301644000749359,0.2104818973029369,0.0,0.0,0.00123532935,0.048847035,2.7668679,776.0,0.06207093046360825,0.18755160377627675,0.0,0.0,0.0,0.0343906905,2.3207958
v_cnn_585,1556.0,0.09867043995934706,0.15607798634764203,0.0,0.004273476625,0.043141905,0.13428982,2.007041,0,780.0,0.10717180695328206,0.16396760025542423,0.0,0.008452621125,0.048672842,0.1488729,2.007041,776.0,0.09012525148606185,0.14733583398213687,0.0,0.00112750695,0.033828152,0.116757155,1.5079316
v_cnn_586,1556.0,0.05015073334812339,0.15463472469341294,0.0,0.0,0.0,0.0336252955,2.271236,0,780.0,0.029382982484371795,0.14611505498923738,0.0,0.0,0.0,0.014781292125000001,2.271236,776.0,0.07102553447405928,0.1601495051603411,0.0,0.0,0.0030638041000000003,0.062240202,1.4872925
v_cnn_587,1556.0,0.0154390470413554,0.06450071844601346,0.0,0.0,0.0,0.00090436058,1.2467972,0,780.0,0.01875081794172564,0.07234477727697537,0.0,0.0,0.0,0.009319573500000001,1.2467972,776.0,0.01211020515696263,0.05535894162795391,0.0,0.0,0.0,0.0,0.9575801
v_cnn_588,1556.0,0.03543375492048374,0.0753466859474727,0.0,0.0,0.00275821835,0.037655865000000004,0.7629148,0,780.0,0.04363936808847436,0.08332290751976167,0.0,0.0,0.008098594,0.053388006,0.7629148,776.0,0.027185844777400388,0.06539457344191989,0.0,0.0,0.0,0.0236232675,0.7300337
v_cnn_589,1556.0,0.047247006350125326,0.18695385117360042,0.0,0.0,0.0,0.021599339999999998,3.0116498,0,780.0,0.05613218751345513,0.22932927884755672,0.0,0.0,0.0,0.026396272749999998,3.0116498,776.0,0.038316025283891754,0.1307910495288277,0.0,0.0,0.0,0.01521868625,1.6309811
v_cnn_590,1556.0,0.11715634049548201,0.19881332113019093,0.0,0.001924675975,0.042440941499999996,0.1415577275,2.494355,0,780.0,0.11052911625325641,0.16842400758787696,0.0,0.003373047025,0.045787532500000006,0.1328234425,1.1903051,776.0,0.1238177256874098,0.22518169314258063,0.0,0.0,0.039378248,0.15265434249999998,2.494355
v_cnn_591,1556.0,0.04782726501608097,0.10227711259585223,0.0,0.0,0.0071410287,0.050847571,1.1749862,0,780.0,0.04840810245300001,0.10374334828874153,0.0,0.0,0.0086670415,0.0510916885,1.0404915,776.0,0.04724343357175516,0.10084538077654823,0.0,0.0,0.0059300064999999996,0.05039885875,1.1749862
v_cnn_592,1556.0,0.04968301141819216,0.18567305362390388,0.0,0.0,0.00404911,0.036594368749999995,3.6442792,0,780.0,0.06305744110571795,0.2455238824214737,0.0,0.0,0.004545209200000001,0.04381169125000001,3.6442792,776.0,0.036239641371452316,0.0906492431548642,0.0,0.0,0.0033596197,0.03043438675,1.0999436
v_cnn_593,1556.0,0.03355792071712468,0.08847795199302727,0.0,0.0,0.0,0.02566233625,1.0502101,0,780.0,0.03898395256891795,0.09828550963612746,0.0,0.0,0.0,0.0320039965,1.0502101,776.0,0.028103919628981962,0.07705767636740703,0.0,0.0,0.0,0.021353411,0.87287086
v_cnn_594,1556.0,0.47765223944408286,0.4824331440501365,0.0,0.133531295,0.33555792500000003,0.669266625,3.6821265,0,780.0,0.5334518026073077,0.49961900693532313,0.0,0.16261357999999998,0.401009375,0.747243675,3.6821265,776.0,0.4215650496666147,0.45803276815164323,0.0,0.10223152999999999,0.273045415,0.5675053,2.6236959
v_cnn_595,1556.0,0.03977983994771015,0.094690302657517,0.0,0.0,0.010223952000000001,0.04383074175,1.7709758,0,780.0,0.03957316045765384,0.0833371303898172,0.0,0.0,0.012665925000000001,0.050260672500000006,1.4794337,776.0,0.03998758479596263,0.10492542381853272,0.0,0.0,0.007143554,0.03979582625,1.7709758
v_cnn_596,1556.0,0.05916366719963046,0.1497117449657066,0.0,0.0,0.0,0.057408430749999996,3.2862089,0,780.0,0.05900611464455769,0.123386799993323,0.0,0.0,0.0006376954999999999,0.0685209205,0.97054344,776.0,0.05932203188127578,0.17224658929217498,0.0,0.0,0.0,0.046340346,3.2862089
v_cnn_597,1556.0,0.0727655139586504,0.15398153341042184,0.0,0.0,0.0067584333,0.0714380175,1.5638462,0,780.0,0.08080536820923077,0.15845451676503822,0.0,0.0,0.0122371815,0.0816101375,1.4388353,776.0,0.0646842171603866,0.14901585287863345,0.0,0.0,0.0023527497999999997,0.061444420250000006,1.5638462
v_cnn_598,1556.0,0.2079584783832262,0.4344866734635433,0.0,0.0,0.041361551999999996,0.20703688,4.6539793,0,780.0,0.20692531847208973,0.410944202667872,0.0,0.0,0.048461727499999996,0.21810686499999998,4.6539793,776.0,0.20899696386091493,0.45719400724897974,0.0,0.0,0.035197162500000004,0.1871925675,3.7160838
v_cnn_599,1556.0,0.14086507951589333,0.24927974608711628,0.0,0.006966493549999999,0.050666295,0.160204,2.7240894,0,780.0,0.12490435304125642,0.1971007594109598,0.0,0.00854348575,0.05260309,0.1521119225,2.00674,776.0,0.15690807777648194,0.2917505310126129,0.0,0.005564172625000001,0.0488068415,0.163231415,2.7240894
v_cnn_600,1556.0,0.1571497882777442,0.22983682493248173,0.0,0.003249538225,0.06602422899999999,0.21729085,1.7834076,0,780.0,0.2122920925022436,0.2651702788960161,0.0,0.02097635525,0.119535778,0.3064343075,1.7834076,776.0,0.10172324537167526,0.1708103844320359,0.0,0.0,0.0269079525,0.13389432499999998,1.7362193
v_cnn_601,1556.0,0.5111519592738805,0.8857939172416384,0.0,0.01832286575,0.14354761500000002,0.5165697775,5.937744,0,780.0,0.4320614878701641,0.7671622618031347,0.0,0.022266476,0.13716182,0.44124222750000003,5.729358,776.0,0.590650113519884,0.984949003955212,0.0,0.01427253725,0.1518348,0.6341412799999999,5.937744
v_cnn_602,1556.0,0.04682009544698008,0.11860644539366308,0.0,0.0,0.004999450900000001,0.04409222975,1.8725309,0,780.0,0.05093712781690385,0.1238436311867746,0.0,0.0,0.0073537583,0.049682156000000005,1.5253984,776.0,0.0426818412607165,0.11302709523059176,0.0,0.0,0.0029954254,0.03922516425,1.8725309
v_cnn_603,1556.0,0.04817959307727635,0.14710386472130652,0.0,0.0,0.0,0.034242630999999996,2.3581855,0,780.0,0.05773000063830769,0.16993940839825053,0.0,0.0,0.0,0.0414601655,1.996717,776.0,0.03857995661129124,0.11918966330883561,0.0,0.0,0.0,0.029786262,2.3581855
v_cnn_604,1556.0,0.14093288881495267,0.31591934998134164,0.0,0.0,0.0247305165,0.13729600250000001,4.8640018,0,780.0,0.13222845538507694,0.27480837904006233,0.0,0.0,0.0257239145,0.1281665575,2.1574543,776.0,0.14968219045838446,0.3524083509244668,0.0,0.0,0.023696181,0.14109621249999998,4.8640018
v_cnn_605,1556.0,0.06425313109454178,0.1437047848650166,0.0,0.0,0.00404387595,0.0619066655,1.4080724,0,780.0,0.0581964320263718,0.12867483614368913,0.0,0.0,0.0031719962,0.057969164,1.195939,776.0,0.07034105026100129,0.1572216975101495,0.0,0.0,0.0048870018000000005,0.0645519095,1.4080724
v_cnn_606,1556.0,0.06301802909741003,0.1599625442879506,0.0,0.0,0.0,0.05163948,2.0183427,0,780.0,0.07237589021383334,0.17481679216368015,0.0,0.0,0.0030746861500000004,0.0672367475,2.0183427,776.0,0.05361193158347937,0.14298862613862215,0.0,0.0,0.0,0.03463147775,1.2722425
v_cnn_607,1556.0,0.1301785095945193,0.23241621694359368,0.0,0.005578336775,0.0489921235,0.1662592125,3.848883,0,780.0,0.12826907224970513,0.23618729117364973,0.0,0.006299398275,0.048314606499999996,0.164892695,3.848883,776.0,0.13209778939987374,0.22869932323316755,0.0,0.00459961195,0.049274685,0.17087023750000002,2.714311
v_cnn_608,1556.0,0.05506086335789011,0.11199209961313089,0.0,0.0,0.008637577,0.058403155750000005,1.469634,0,780.0,0.049782746628169235,0.09588126177169243,0.0,0.0,0.0073005205,0.05457673425,0.7241493,776.0,0.060366186874877575,0.12597020332236836,0.0,0.0,0.00948908875,0.063089155,1.469634
v_cnn_609,1556.0,0.13649812449802526,0.22355265939339478,0.0,0.0041186919,0.0497227925,0.16551367,2.4484768,0,780.0,0.14074819600135552,0.23109898762775527,0.0,0.00292410665,0.055923942500000004,0.17578702000000002,2.4484768,776.0,0.1322261454096263,0.2157664587559306,0.0,0.004929306374999999,0.0470570285,0.153487365,1.7815355
v_cnn_610,1556.0,0.2444541529695225,0.35726610437498535,0.0,0.0213680245,0.113449597,0.317189285,2.6950715,0,780.0,0.2648252256488641,0.37280165456680175,0.0,0.03316627425,0.12875758,0.3409844675,2.6378603,776.0,0.22397807476090595,0.3399496323731909,0.0,0.011072429750000001,0.09090129,0.298282295,2.6950715
v_cnn_611,1556.0,0.03646645999115424,0.10343369849728132,0.0,0.0,0.0,0.029718933500000003,1.5536895,0,780.0,0.04404478906017949,0.1156898842012776,0.0,0.0,0.0008599745849999999,0.03749008075,1.5536895,776.0,0.028849067370226803,0.08886480080182488,0.0,0.0,0.0,0.019114058500000003,1.2145247
v_cnn_612,1556.0,0.12996959947026093,0.24894609276770424,0.0,0.00456175775,0.041611457,0.1381927675,3.0036144,0,780.0,0.11512990032575128,0.19989005447355965,0.0,0.007241989975,0.044657545,0.132099895,1.9223639,776.0,0.1448857919093299,0.28938118737066787,0.0,0.00232956555,0.0378963795,0.1460158225,3.0036144
v_cnn_613,1556.0,0.05539436462649422,0.18887286199005576,0.0,0.0,0.0,0.02037148,2.5634768,0,780.0,0.06257301827653204,0.20415573685748137,0.0,0.0,0.0,0.03023866875,2.5634768,776.0,0.04817870760712629,0.17198075605885435,0.0,0.0,0.0,0.01057619225,2.087079
v_cnn_614,1556.0,0.13723700810241646,0.21100529639589138,0.0,0.0074244294,0.0563330365,0.1818254825,2.3112607,0,780.0,0.13625833329233333,0.1935422907152399,0.0,0.0147072755,0.062785757,0.18221902,1.9939874,776.0,0.13822072762801546,0.22733198379554215,0.0,0.001512271975,0.046110759,0.18158375,2.3112607
v_cnn_615,1556.0,0.11528497813824551,0.2605980550819098,0.0,0.0,0.0280738745,0.11615102499999999,4.875558,0,780.0,0.10129897906139743,0.20419851322473015,0.0,0.0,0.031414063500000006,0.10131423,2.0056746,776.0,0.1293430699938402,0.3065188932784406,0.0,0.0,0.024559568499999997,0.1325303125,4.875558
v_cnn_616,1556.0,0.03648073634967931,0.11116011377602329,0.0,0.0,0.0,0.01920035525,1.429548,0,780.0,0.048162023082403846,0.13299096792765747,0.0,0.0,0.0,0.03182846775,1.429548,776.0,0.024739236798744846,0.08209509662046828,0.0,0.0,0.0,0.011595569,0.91837496
v_cnn_617,1556.0,0.10183817912962531,0.19744546310738872,0.0,0.0,0.0209736955,0.11983473750000001,1.9165316,0,780.0,0.10082034513670128,0.20480411087191341,0.0,0.0,0.016453028,0.11106269875,1.9165316,776.0,0.10286125968952319,0.18988847417844837,0.0,0.0,0.0275669315,0.1249464355,1.8522558
v_cnn_618,1556.0,0.038458325562562345,0.1625708371366715,0.0,0.0,0.0014015010500000001,0.0343266425,3.9868114,0,780.0,0.029389589061393592,0.0651166409507317,0.0,0.0,0.0,0.02889067375,0.690858,776.0,0.0475738081281701,0.22045641771966254,0.0,0.0,0.0043602317500000005,0.038410517,3.9868114
v_cnn_619,1556.0,0.04836136274956941,0.13539747085495438,0.0,0.0,0.0032251027,0.0466990785,3.2500012,0,780.0,0.04829214609042308,0.11826645355171794,0.0,0.0,0.00381703275,0.0443131815,1.5973268,776.0,0.04843093619561856,0.15074504909301853,0.0,0.0,0.00236602825,0.05024003225,3.2500012
v_cnn_620,1556.0,0.541622984147108,0.5681930011785,0.0,0.102086272,0.377960175,0.79468475,4.9008503,0,780.0,0.5615172845305129,0.5674385215885092,0.0,0.12417481875,0.39779956,0.804424115,3.1283152,776.0,0.5216261358235825,0.5686144256778973,0.0,0.07538759875,0.34231242,0.7882871625,4.9008503
v_cnn_621,1556.0,0.07550629112150578,0.1478982684390167,0.0,0.0,0.015524569,0.08818788975,1.8395594,0,780.0,0.0809234122864359,0.1406605814864372,0.0,0.0,0.018017873,0.1050068475,1.0757122,776.0,0.07006124665160181,0.1547326044225919,0.0,0.0,0.0125872025,0.067971707,1.8395594
v_cnn_622,1556.0,0.05475031689196593,0.1564084921800716,0.0,0.0,0.00964776475,0.05189158875,2.445533,0,780.0,0.050473783871797434,0.15198489505656929,0.0,0.0,0.013349382,0.055072833,2.445533,776.0,0.05904889389677448,0.1607156595494837,0.0,0.0,0.00641278565,0.04747962775,2.2679074
v_cnn_623,1556.0,0.013717452972424167,0.037008429665449094,0.0,0.0,0.0,0.011977116999999999,0.44856036,0,780.0,0.015367266196889742,0.037444232034826906,0.0,0.0,0.0,0.014720047,0.44856036,776.0,0.0120591355560799,0.036514161645714534,0.0,0.0,0.0,0.007602585175,0.44663045
v_cnn_624,1556.0,0.025979420280333163,0.09884469267222527,0.0,0.0,0.0,0.0088881585,1.2417983,0,780.0,0.030474914287576923,0.10522790498559388,0.0,0.0,0.0,0.011629532750000001,1.0284725,776.0,0.02146075362356753,0.09182991622696134,0.0,0.0,0.0,0.005655301025,1.2417983
v_cnn_625,1556.0,0.09593534595631875,0.17601425440241833,0.0,0.0,0.031795907,0.11191013999999999,1.9573847,0,780.0,0.0878181276535923,0.16096499682432158,0.0,0.0019721473,0.0311411975,0.1050692825,1.7415329,776.0,0.10409440559050258,0.1896984046352058,0.0,0.0,0.0329018405,0.12237237249999999,1.9573847
v_cnn_626,1556.0,0.023936566885811056,0.07820167808290075,0.0,0.0,0.0,0.01054865375,0.9505774,0,780.0,0.030475840210891027,0.09596736198141953,0.0,0.0,0.0,0.014084156,0.9505774,776.0,0.017363585966271907,0.05410076967545988,0.0,0.0,0.0,0.007303157675,0.66867405
v_cnn_627,1556.0,0.10654884619386439,0.1966879852303753,0.0,0.001344647625,0.039986400000000005,0.1358999575,2.519744,0,780.0,0.12140966288260256,0.2194335312059693,0.0,0.004126238575,0.051763537,0.15345515250000002,2.519744,776.0,0.09161142735724613,0.16963677628498414,0.0,0.0,0.028761678,0.11675149374999999,1.6942779
v_cnn_628,1556.0,0.07168426530372429,0.13653458181320263,0.0,0.0,0.0267119835,0.0867890075,2.0151436,0,780.0,0.0784846016255,0.14960162498307597,0.0,0.0030926635,0.033822518999999995,0.0911965775,2.0151436,776.0,0.06484887570193944,0.12171346707779016,0.0,0.0,0.017973936500000003,0.08324744,1.5883973
v_cnn_629,1556.0,0.020944864370212087,0.0508875513806022,0.0,0.0,0.0,0.018508755,0.76020944,0,780.0,0.02233086198605128,0.047767648333869345,0.0,0.0,0.0,0.022666297,0.39771885,776.0,0.019551722436765465,0.05383670472172964,0.0,0.0,0.0,0.015343347,0.76020944
v_cnn_630,1556.0,0.03251369723203406,0.11083279763389024,0.0,0.0,0.0,0.0175820605,2.370888,0,780.0,0.04081586551645513,0.13166940153285503,0.0,0.0,0.0,0.02680117375,2.370888,776.0,0.024168734265734536,0.08415259012107168,0.0,0.0,0.0,0.0098958355,1.2407053
v_cnn_631,1556.0,0.06008236355294987,0.11831899643332473,0.0,0.0,0.007060876000000001,0.06449519375,1.370662,0,780.0,0.05873161697278204,0.116871300444824,0.0,0.0,0.0077739733000000005,0.06370596375,0.8492262,776.0,0.06144007274435567,0.11981655973037898,0.0,0.0,0.0060674367,0.0659341775,1.370662
v_cnn_632,1556.0,0.12118498583531491,0.18167765888151127,0.0,0.007388642675,0.0525054615,0.15714543,1.6149093,0,780.0,0.12827006293288462,0.19471458646180453,0.0,0.00988105475,0.058517685,0.16827887,1.6149093,776.0,0.11406338772177835,0.16737900541246511,0.0,0.005462883625,0.048294488999999996,0.152906665,1.5273713
v_cnn_633,1556.0,0.1860154504731748,0.2687366899142645,0.0,0.0101294915,0.08577156999999999,0.25801828250000003,3.008488,0,780.0,0.2405125929265128,0.30842986075806206,0.0,0.03245875375,0.144148495,0.3420519025,3.008488,776.0,0.1312373949144072,0.20806531379885423,0.0,0.0005800282775,0.0460734515,0.1691699775,1.5751611
v_cnn_634,1556.0,0.06385893376231651,0.17150834344143265,0.0,0.0,0.0,0.050305764749999995,3.4598753,0,780.0,0.0675467848849032,0.18913527166781702,0.0,0.0,0.00261727885,0.056152746249999996,3.4598753,776.0,0.06015207309786082,0.15177539548381522,0.0,0.0,0.0,0.045446819,1.6588726
v_cnn_635,1556.0,0.07288210271217867,0.12927600416741727,0.0,0.0,0.0217413435,0.089149263,1.7453698,0,780.0,0.07890144826130768,0.1357931068687065,0.0,0.0,0.029149032499999998,0.10001799,1.7453698,776.0,0.06683172960867269,0.12216517631900732,0.0,0.0,0.016225516500000002,0.075614895,0.7703062
v_cnn_636,1556.0,0.2993283361152879,0.3679019153941136,0.0,0.05033697175,0.173595505,0.41428425,3.319886,0,780.0,0.3167322947380615,0.38648038798898227,0.0,0.05357215525,0.185822005,0.4608346625,3.319886,776.0,0.2818346663655928,0.3476026232870054,0.0,0.045523512,0.16424174000000002,0.37674755249999997,2.6849241
v_cnn_637,1556.0,0.20954983979194086,0.35426858075378337,0.0,0.021352377999999998,0.091205465,0.23918144749999998,3.13817,0,780.0,0.14649399971244872,0.22793540738583923,0.0,0.019549271,0.072742323,0.18357559750000002,2.4939866,776.0,0.27293070997493557,0.43769334107450264,0.0,0.025214793,0.111946245,0.3175079,3.13817
v_cnn_638,1556.0,0.09896329212095116,0.23409651900203282,0.0,0.0,0.008584110249999999,0.09551042500000001,2.8854647,0,780.0,0.11509198225591026,0.23251637996134183,0.0,0.0,0.0210046645,0.1303974,2.1158247,776.0,0.0827514644079768,0.234708403635774,0.0,0.0,0.00012422825,0.0603255815,2.8854647
v_cnn_639,1556.0,0.012854540054877893,0.08531103151439781,0.0,0.0,0.0,0.0,1.8201708,0,780.0,0.011108467024769232,0.04491046692205744,0.0,0.0,0.0,0.0,0.87451917,776.0,0.014609613461430413,0.11211327331402461,0.0,0.0,0.0,0.0,1.8201708
v_cnn_640,1556.0,0.10209282034249614,0.2666033462948692,0.0,0.0,0.007089673249999999,0.088115508,3.0442545,0,780.0,0.09917979448421539,0.22074947316507126,0.0,0.0,0.009321385500000001,0.0997148495,2.0762246,776.0,0.10502086179798455,0.3059645171981395,0.0,0.0,0.0035464397999999996,0.0811542525,3.0442545
v_cnn_641,1556.0,0.08379904413093188,0.14520029181635966,0.0,0.0,0.0272893835,0.099119395,2.0009532,0,780.0,0.07983347851338461,0.1282487120246796,0.0,0.0,0.029473228999999997,0.0956443775,1.0774974,776.0,0.0877850508083634,0.16043039011668755,0.0,0.0,0.0262802715,0.10592194299999999,2.0009532
v_cnn_642,1556.0,0.12089880147086118,0.24533616835076152,0.0,0.0,0.032648605,0.1298911625,3.3858266,0,780.0,0.09255348369906409,0.2162326435898219,0.0,0.0,0.0232537155,0.0967572625,3.3858266,776.0,0.14939022912807992,0.2686050310201346,0.0,0.0,0.045320161,0.1621514525,3.3124042
v_cnn_643,1556.0,0.3833322917795759,0.5244982678788609,0.0,0.0345567525,0.19754801,0.49734008500000004,3.9192054,0,780.0,0.30873989951297437,0.40575867877723243,0.0,0.02213181875,0.16314003,0.43216439,2.4784782,776.0,0.45830918091353096,0.6125790760500686,0.0,0.054013296249999995,0.232850135,0.5965175225,3.9192054
v_cnn_644,1556.0,0.02628804580505141,0.09179638011167122,0.0,0.0,0.0,0.0086336525,1.4245621,0,780.0,0.032161636384512825,0.10510299864563663,0.0,0.0,0.0,0.01714954175,1.4245621,776.0,0.02038417898548969,0.07572475357723532,0.0,0.0,0.0,0.00242931755,1.1362735
v_cnn_645,1556.0,0.18631233966807906,0.3450150841392127,0.0,0.0,0.035302466,0.21543643,3.0686822,0,780.0,0.17862590221153843,0.31913624472648444,0.0,0.0,0.039429143,0.22605619500000002,2.9912639,776.0,0.19403839793625127,0.369250519234843,0.0,0.0,0.032400003,0.2080835075,3.0686822
v_cnn_646,1556.0,0.03500183873919666,0.11057901810529815,0.0,0.0,0.0,0.013173897125,1.1917924,0,780.0,0.028452465575653844,0.08315746725106979,0.0,0.0,0.0,0.0144282505,1.1121181,776.0,0.041584971558221655,0.13227587417058878,0.0,0.0,0.0,0.01209313375,1.1917924
v_cnn_647,1556.0,0.1613063013829113,0.2773140223492508,0.0,0.00989643925,0.061675864999999996,0.193779095,4.485594,0,780.0,0.16564003338438463,0.24730363193281935,0.0,0.01589495775,0.07179381200000001,0.20404249000000002,1.8520782,776.0,0.15695023055668814,0.3046139103765582,0.0,0.0054489789,0.0551469715,0.18008585,4.485594
v_cnn_648,1556.0,0.329427551878676,0.4719438738325189,0.0,0.02503525925,0.15314974,0.46364013,6.3290877,0,780.0,0.31736857805278207,0.393796608794012,0.0,0.035486197500000004,0.16707354,0.4686762425,2.8871982,776.0,0.3415486853634665,0.5391932731086068,0.0,0.017572859750000003,0.143130455,0.45913345,6.3290877
v_cnn_649,1556.0,0.07229899987286761,0.15370716618348806,0.0,0.0,0.0188729395,0.085692076,3.1599321,0,780.0,0.055317880951425646,0.09892105783812809,0.0,0.0,0.013659389000000001,0.06847379249999999,0.7284803,776.0,0.08936765033514174,0.19231847704557756,0.0,0.0,0.022779327000000002,0.1071231275,3.1599321
v_cnn_650,1556.0,0.214462672623027,0.31354239535314865,0.0,0.013911823125,0.09644443,0.28286667,2.609838,0,780.0,0.20005162633715387,0.2806500561446463,0.0,0.011957812,0.09075488000000001,0.27132651,1.9733108,776.0,0.22894800265264176,0.3430186934216953,0.0,0.016556125499999998,0.104393512,0.28814153499999995,2.609838
v_cnn_651,1556.0,0.027166398551073268,0.08878646345487136,0.0,0.0,0.0,0.01607564475,1.7140605,0,780.0,0.03116787408088077,0.095970538492914,0.0,0.0,0.0,0.02347084825,1.7140605,776.0,0.02314429685874098,0.08078821497815039,0.0,0.0,0.0,0.0106106645,1.3369644
v_cnn_652,1556.0,0.07465402070429884,0.16552429466979912,0.0,0.0,0.0048916518499999995,0.07502640375,1.6340017,0,780.0,0.08721955596702435,0.18519725565141115,0.0,0.0,0.014161919,0.0866021445,1.6340017,776.0,0.06202371464125,0.14205513035767095,0.0,0.0,0.0,0.0595841665,1.373591
v_cnn_653,1556.0,0.03266814822773072,0.08388074305555906,0.0,0.0,0.00109971485,0.0296097595,1.314081,0,780.0,0.03493869973861923,0.07597651496742824,0.0,0.0,0.00447783315,0.040179683,0.8225996,776.0,0.030385892843074743,0.09113025529999287,0.0,0.0,0.0,0.0197273275,1.314081
v_cnn_654,1556.0,0.02268436899671915,0.07499775587550157,0.0,0.0,0.0,0.01413922375,1.3644431,0,780.0,0.02917404318914103,0.09390580212716783,0.0,0.0,0.0,0.0220925045,1.3644431,776.0,0.01616124287547036,0.04834053971704032,0.0,0.0,0.0,0.007756368275,0.58781654
v_cnn_655,1556.0,0.11016032718585796,0.19498027918979202,0.0,0.0,0.0274694255,0.127280165,1.692898,0,780.0,0.1324301462221795,0.21831423840409056,0.0,0.0,0.043143628,0.163780005,1.692898,776.0,0.08777571526790594,0.16544464371033504,0.0,0.0,0.015683799,0.0996818,1.5423394
v_cnn_656,1556.0,0.2071871071858226,0.3221841135240325,0.0,0.0126595385,0.0937568375,0.258506595,4.3628416,0,780.0,0.2346717260675641,0.30284214078984345,0.0,0.032172435,0.12682599,0.304931435,2.360859,776.0,0.17956081501087628,0.33847260456387923,0.0,0.0040127719999999995,0.0595702005,0.20931999,4.3628416
v_cnn_657,1556.0,0.040099771526993566,0.13410401223338264,0.0,0.0,0.0,0.01928302525,2.7038565,0,780.0,0.04547528824735513,0.15350734040066788,0.0,0.0,0.0,0.0266374185,2.7038565,776.0,0.03469654595755799,0.11108265094254312,0.0,0.0,0.0,0.011172507500000001,1.2098913
v_cnn_658,1556.0,0.30425464147361436,0.3467141245725959,0.0,0.042811460499999995,0.17664789,0.464056835,2.6531515,0,780.0,0.35987881464902566,0.3687175973367628,0.0,0.0679087575,0.23694898,0.5503790399999999,1.9059409,776.0,0.24834374575606186,0.313525902117962,0.0,0.02917935125,0.137169755,0.3496931425,2.6531515
v_cnn_659,1556.0,0.08483230146797556,0.1860080444890827,0.0,0.0,0.028132121,0.09566012624999999,3.9487128,0,780.0,0.09801796083589745,0.22639327492447003,0.0,0.00043961528250000003,0.037506690499999995,0.11098625125,3.9487128,776.0,0.07157867478372423,0.13248352611921113,0.0,0.0,0.0214761755,0.0810455775,1.4314249
v_cnn_660,1556.0,0.038603730252769926,0.13084679370398264,0.0,0.0,0.0,0.0172062855,1.8274243,0,780.0,0.03933493796315385,0.12967417183214208,0.0,0.0,0.0,0.0206184905,1.7684199,776.0,0.0378687534304768,0.13209453130673934,0.0,0.0,0.0,0.014588862,1.8274243
v_cnn_661,1556.0,0.17791303397010283,0.29296656419759337,0.0,0.006437187,0.06635598300000001,0.21819708499999999,2.7307737,0,780.0,0.19486493893999998,0.2959053758789077,0.0,0.01487596825,0.08370872,0.24891145250000002,2.7307737,776.0,0.16087374804675256,0.2891724513546452,0.0,0.00103434496,0.04533134,0.1803763075,2.2564642
v_cnn_662,1556.0,0.09306110309460881,0.18130478219454016,0.0,0.0,0.019034984499999998,0.10780068,2.235978,0,780.0,0.12060231883287345,0.21330288301135103,0.0,0.001058934725,0.0404750735,0.15062506250000002,2.235978,776.0,0.06537792232676547,0.13671581221736354,0.0,0.0,0.00609289155,0.06245681374999999,1.0375435
