video_id,clip_similarity,label
LPi1OxQUTHc,0.2686663269996643,1
odzwAhiXxmE,0.2310756891965866,1
bOMn4tNS60w,0.2644742727279663,1
1V1ZvMTFDvs,0.3105323910713196,1
bJDp_ZVQcRo,0.287537157535553,1
FyJcI4UkAzs,0.2460828423500061,1
_Oc-eGRhcb4,0.2418922334909439,1
iSb_fyChqLE,0.2696186900138855,1
88KPADTPPAo,0.2495921105146408,1
nLR3prTKSGE,0.2909623980522156,1
dainpKoDlAE,0.2851427495479584,1
KItFw-9zqQQ,0.27080655097961426,1
fcgWYglHQZw,0.2889697551727295,1
6P4jcvfqTto,0.2793724536895752,1
TfEiBfYXV_U,0.3588622212409973,1
EPUa9a6cuU4,0.31217890977859497,1
fPuNpS9fPDo,0.291668564081192,1
87acdtXVXv4,0.3291579782962799,1
aF3ufeW7zXM,0.2868271470069885,1
8ItvSeKbPUo,0.31329163908958435,1
pH-TgdOqB9E,0.2878227233886719,1
kmAWR8an6Fk,0.2853470742702484,1
UuAhXrHAfZg,0.32237255573272705,1
ayKcck441n8,0.29386332631111145,1
eZ_u6fIPzb4,0.29812777042388916,1
hfCTA7K22is,0.282508909702301,1
unQWa4i14rg,0.28348585963249207,1
8RmzZgU-cyw,0.2996659278869629,1
CAI02Pr3Iyg,0.3346902132034302,1
5-Gb15B9uEY,0.26582756638526917,1
cb0lFDYYd2U,0.363654226064682,1
BGKRDmmH1WM,0.3175715506076813,1
3wKm3087UHs,0.2817384898662567,1
_YPdLDYqQJ4,0.24270661175251007,1
JfYEmhHkCZQ,0.26491132378578186,1
UdSh3OhXetE,0.2608972489833832,1
QSW2uW9eFn4,0.30846989154815674,1
39jpghte1rw,0.316739559173584,1
ziJtUt85C2I,0.2220950871706009,1
2Cejd94HqPY,0.339277446269989,1
G-Gv94bQaS0,0.3304920792579651,1
sGxw7ipTrq8,0.2200181782245636,1
iwFuKsHAnK0,0.2755453884601593,1
WhrekQumlKY,0.3042761981487274,1
VTH0XgZ6pto,0.26823505759239197,1
RxhDx1gpoeo,0.3139421045780182,1
3zrLm_N2tnU,0.2899682819843292,1
LtOya4_iND0,0.2733847498893738,1
U5oS6yi2g-w,0.2528396546840668,1
UsKGD8dQBYw,0.32121747732162476,1
LtC4I9tKVMs,0.23588359355926514,1
6ByB00sweDk,0.29235199093818665,1
04OAZ-NBXkk,0.293834388256073,1
R-B7QleMbiY,0.31377965211868286,1
2dnEJXQYYJw,0.32217857241630554,1
ir3oHaaX5lY,0.3336202800273895,1
9AH-yS5En6U,0.28479260206222534,1
g1Elknq92tc,0.3161211311817169,1
f5o7_wPmuiE,0.27354544401168823,1
jXI8hC134KA,0.23685680329799652,1
G0cF0fZgkDo,0.27851754426956177,1
fiCxNpM6mRk,0.27352097630500793,1
Dpc4-UBCUP4,0.2701411843299866,1
7N70RcxxKsk,0.27479395270347595,1
oN0iK-cClQI,0.3077004849910736,1
Tb6dciVa1T0,0.2974882125854492,1
q5r-PPu1GzU,0.2860178053379059,1
oODreucZqmM,0.3070470690727234,1
tn79OFbPwKE,0.2941742539405823,1
roUuy1xjits,0.2821943759918213,1
eXRrwA-Szwg,0.2854025065898895,1
bABseBbIiFk,0.3029358685016632,1
KvIl8mjMTsE,0.29253706336021423,1
